Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments
45,Other,Primry,2,Yes,95242,Yes,Single,Yes,71,its saf and pecefull,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say
43,Male,Tertary,6,Yes,43121,Yes,Single,No,74,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,my kidss and faimly,no commnts
30,Female,Tertary,10,No,45628,Yes,Divorced,Yes,7,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,just need to suceed,pls fix typos in u r questions
42,Male,Tertary,8,No,87706,Yes,Divorced,Yes,51,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions
55,Other,Tertary,5,No,71531,Yes,Single,No,19,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
42,Male,Primry,9,Yes,17038,Yes,Marrid,No,76,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say
48,Female,Secndary,4,No,10017,No,Marrid,No,63,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,just need to suceed,good luck with reserch
68,Other,Tertary,1,Yes,54690,No,Marrid,No,21,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions
31,Female,Primry,10,No,96603,No,Widowd,Yes,33,its saf and pecefull,healthcare getin worse,got discount witout askin,"money, and boss apriciashun",no commnts
67,Other,Tertary,8,Yes,47000,Yes,Single,Yes,43,green trees n cleen airr,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,no commnts
37,Female,Tertary,6,Yes,32652,No,Marrid,No,58,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions
31,Other,Secndary,2,No,98320,Yes,Widowd,No,59,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say
57,Other,Tertary,1,No,35710,No,Marrid,No,10,green trees n cleen airr,war n unestability,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch
19,Female,Primry,5,No,87562,Yes,Widowd,No,5,its saf and pecefull,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
43,Other,Primry,3,No,46455,No,Widowd,Yes,61,green trees n cleen airr,war n unestability,i calld support they sloved fast,just need to suceed,pls fix typos in u r questions
50,Other,Tertary,10,No,63062,No,Single,No,27,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
48,Female,Tertary,5,No,81620,Yes,Marrid,No,20,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch
66,Other,Tertary,6,Yes,57955,Yes,Single,No,71,its saf and pecefull,war n unestability,got discount witout askin,my kidss and faimly,pls fix typos in u r questions
23,Other,Secndary,1,Yes,43256,Yes,Divorced,Yes,60,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say
23,Male,Secndary,9,No,70160,No,Divorced,No,51,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long
40,Female,Primry,1,No,52545,No,Single,Yes,26,its saf and pecefull,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch
32,Female,Secndary,8,Yes,30385,No,Marrid,No,57,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long
26,Male,Secndary,10,Yes,47887,No,Marrid,No,31,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say
34,Other,Tertary,1,No,48733,Yes,Divorced,No,41,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,just need to suceed,pls fix typos in u r questions
26,Female,Tertary,9,Yes,39596,No,Divorced,No,48,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch
34,Male,Secndary,4,Yes,39530,Yes,Divorced,Yes,60,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions
23,Female,Secndary,3,No,50391,Yes,Single,Yes,47,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch
39,Other,Primry,10,Yes,83827,No,Widowd,Yes,79,noice is low and evryone frendly,no money to save fo future,got discount witout askin,my kidss and faimly,good luck with reserch
44,Female,Secndary,10,No,15999,Yes,Divorced,Yes,17,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,just need to suceed,no commnts
24,Female,Tertary,10,Yes,70411,No,Marrid,Yes,54,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say
19,Male,Primry,10,No,59533,No,Widowd,Yes,37,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
62,Other,Primry,9,Yes,81258,Yes,Single,No,35,its saf and pecefull,no money to save fo future,i calld support they sloved fast,my kidss and faimly,this survery was long
22,Other,Tertary,4,No,77607,Yes,Marrid,Yes,33,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,thank u for lettin me say
53,Other,Primry,1,No,51288,No,Marrid,No,51,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions
23,Female,Secndary,6,Yes,30501,Yes,Divorced,Yes,41,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,no commnts
27,Other,Secndary,8,No,43074,Yes,Widowd,Yes,30,noice is low and evryone frendly,climate chang and job loss,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long
18,Female,Tertary,9,Yes,27360,Yes,Marrid,No,42,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions
42,Other,Primry,1,Yes,77907,No,Single,No,60,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,just need to suceed,pls fix typos in u r questions
58,Female,Primry,10,Yes,67161,Yes,Single,No,25,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long
61,Female,Secndary,1,Yes,45153,No,Widowd,Yes,69,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",no commnts
28,Female,Primry,8,No,31500,No,Divorced,Yes,19,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch
61,Female,Primry,10,Yes,33617,Yes,Marrid,Yes,19,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch
48,Other,Tertary,2,No,68241,Yes,Single,No,21,noice is low and evryone frendly,war n unestability,got discount witout askin,my kidss and faimly,good luck with reserch
49,Other,Primry,10,No,48690,Yes,Single,No,66,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
61,Female,Primry,6,No,80342,No,Marrid,Yes,60,noice is low and evryone frendly,war n unestability,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
50,Female,Tertary,10,Yes,59316,No,Marrid,No,49,green trees n cleen airr,war n unestability,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions
67,Other,Secndary,10,No,23382,Yes,Marrid,No,45,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
46,Female,Tertary,2,No,19912,Yes,Divorced,No,46,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,i lov my job and coworkers,this survery was long
35,Other,Tertary,9,No,33675,No,Divorced,No,70,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
62,Female,Tertary,1,No,76944,Yes,Widowd,Yes,51,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long
66,Female,Tertary,6,No,31425,Yes,Widowd,Yes,21,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions
33,Female,Primry,2,No,70186,No,Divorced,No,18,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,no commnts
26,Female,Tertary,3,No,34303,No,Marrid,No,71,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
52,Female,Tertary,2,Yes,70852,No,Divorced,No,74,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,just need to suceed,this survery was long
47,Female,Secndary,1,Yes,19149,No,Marrid,Yes,62,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
22,Female,Secndary,3,No,74385,No,Divorced,Yes,74,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
62,Other,Secndary,1,Yes,29617,No,Marrid,No,14,its saf and pecefull,war n unestability,i calld support they sloved fast,my kidss and faimly,no commnts
47,Other,Secndary,3,No,10465,Yes,Marrid,Yes,42,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,this survery was long
50,Male,Secndary,4,No,32621,Yes,Single,No,60,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
33,Male,Tertary,5,Yes,28821,Yes,Divorced,Yes,21,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
42,Female,Primry,9,Yes,96552,No,Widowd,No,59,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say
24,Other,Primry,8,Yes,19886,Yes,Widowd,No,57,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
40,Other,Secndary,7,No,29341,Yes,Single,No,74,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,no commnts
66,Female,Primry,4,No,85474,No,Widowd,No,22,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say
55,Female,Secndary,5,No,38313,No,Single,Yes,57,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,this survery was long
32,Other,Tertary,1,No,55880,Yes,Divorced,No,78,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",this survery was long
20,Male,Tertary,7,Yes,89911,No,Single,No,65,its saf and pecefull,healthcare getin worse,got discount witout askin,just need to suceed,thank u for lettin me say
27,Female,Secndary,7,No,20305,No,Single,No,18,noice is low and evryone frendly,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts
23,Other,Tertary,7,Yes,31895,No,Marrid,Yes,7,its saf and pecefull,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,this survery was long
64,Female,Tertary,5,No,10492,No,Single,No,4,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
57,Male,Tertary,8,Yes,75462,No,Single,Yes,27,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,this survery was long
39,Other,Secndary,4,Yes,25713,Yes,Divorced,No,5,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,just need to suceed,good luck with reserch
28,Female,Secndary,1,Yes,37897,No,Marrid,Yes,32,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
27,Female,Tertary,7,No,46847,Yes,Single,No,34,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
47,Male,Secndary,4,No,52771,No,Divorced,Yes,9,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
