Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments,Neighborhood_Sentiment,FutureConcern_Sentiment
51,Female,Secondary,4,No,47413,Yes,Widowed,Yes,74,green trees n cleen airr,war n unestability,got discount witout askin,i lov my job and coworkers,thank u for lettin me say,-0.2,0.0
65,Female,Secondary,8,No,52860,No,Widowed,Yes,37,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,just need to suceed,this survery was long,0.0,0.0
22,Female,Primary,5,No,60497,No,Single,Yes,68,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch,-0.2,-0.4
48,Male,Secondary,9,No,54060,Yes,Divorced,No,48,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,just need to suceed,no commnts,0.0,-0.4
43,Male,Secondary,10,Yes,59362,Yes,Married,No,23,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,this survery was long,0.0,-0.4
47,Other,Primary,6,Yes,74258,No,Single,Yes,76,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,no commnts,0.0,0.0
69,Female,Secondary,2,Yes,79285,No,Divorced,Yes,58,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,"goals keep me going, even when tired",this survery was long,0.0,0.0
60,Male,Primary,8,Yes,59233,No,Divorced,Yes,25,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,0.0,0.0
53,Male,Secondary,3,Yes,65661,Yes,Single,Yes,47,its saf and pecefull,no money to save fo future,got discount witout askin,"money, and boss apriciashun",good luck with reserch,0.0,0.0
60,Male,Primary,4,No,52569,No,Widowed,No,54,its saf and pecefull,no money to save fo future,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
52,Male,Tertiary,5,No,73620,No,Married,Yes,30,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,no commnts,0.0,0.0
31,Other,Secondary,3,No,23162,No,Married,No,20,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
22,Other,Secondary,9,No,49253,No,Single,Yes,5,i lik the quite and neghbours,war n unestability,got discount witout askin,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
18,Male,Tertiary,4,No,73475,Yes,Widowed,No,47,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,this survery was long,-0.2,0.0
62,Male,Secondary,3,No,61778,Yes,Widowed,No,54,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long,0.0,0.0
50,Female,Secondary,10,No,33375,Yes,Divorced,No,6,its saf and pecefull,no money to save fo future,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,0.0
29,Female,Primary,8,No,69854,No,Widowed,No,63,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long,0.0,0.0
35,Male,Secondary,2,Yes,56622,Yes,Married,Yes,13,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts,0.0,-0.4
26,Other,Tertiary,2,No,82506,Yes,Married,No,41,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,0.0,0.0
56,Male,Secondary,10,Yes,80568,Yes,Married,No,6,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,0.0,-0.4
45,Male,Primary,2,No,12039,Yes,Married,Yes,11,its saf and pecefull,healthcare getin worse,got discount witout askin,my kidss and faimly,thank u for lettin me say,0.0,-0.4
43,Male,Primary,9,No,63354,No,Widowed,Yes,49,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say,-0.2,0.0
63,Male,Secondary,3,No,77559,Yes,Married,Yes,68,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say,0.0,-0.4
37,Male,Secondary,1,Yes,11502,No,Divorced,No,34,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,no commnts,0.0,0.0
19,Female,Tertiary,8,No,73589,No,Single,No,44,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,just need to suceed,this survery was long,0.0,-0.4
69,Male,Secondary,1,Yes,97244,Yes,Married,Yes,30,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",this survery was long,-0.2,0.0
53,Female,Primary,10,No,53928,No,Single,No,31,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,this survery was long,-0.2,0.0
39,Other,Secondary,4,Yes,30846,Yes,Married,Yes,16,its saf and pecefull,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
35,Other,Primary,8,Yes,32732,Yes,Divorced,No,34,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,this survery was long,-0.2,0.0
54,Other,Secondary,3,Yes,92161,No,Divorced,No,59,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
63,Other,Tertiary,6,No,90179,Yes,Married,Yes,77,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long,0.0,-0.4
44,Other,Primary,3,Yes,49958,Yes,Single,No,35,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
25,Female,Tertiary,2,Yes,86180,No,Married,Yes,46,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,0.0,0.0
64,Other,Tertiary,7,No,77895,Yes,Single,Yes,14,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say,0.0,-0.4
53,Other,Secondary,8,Yes,21099,Yes,Divorced,Yes,79,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,my kidss and faimly,no commnts,0.0,0.0
32,Female,Primary,1,No,38350,No,Divorced,No,47,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say,0.0,0.0
28,Female,Primary,7,Yes,92520,Yes,Single,Yes,52,its saf and pecefull,no money to save fo future,i calld support they sloved fast,just need to suceed,good luck with reserch,0.0,0.0
31,Other,Primary,4,Yes,51628,No,Divorced,No,3,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
51,Male,Tertiary,6,No,37016,No,Single,Yes,24,noice is low and evryone frendly,war n unestability,got discount witout askin,just need to suceed,good luck with reserch,0.0,0.0
58,Female,Tertiary,3,Yes,74652,No,Divorced,No,65,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
58,Other,Primary,10,Yes,49523,Yes,Widowed,Yes,67,noice is low and evryone frendly,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch,0.0,0.0
49,Male,Tertiary,6,Yes,69020,Yes,Divorced,Yes,42,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch,0.0,-0.4
50,Male,Primary,1,Yes,62765,No,Divorced,Yes,44,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch,-0.2,0.0
39,Female,Primary,7,No,40071,Yes,Widowed,Yes,78,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts,0.0,0.0
48,Other,Secondary,1,Yes,91680,Yes,Married,Yes,47,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch,0.0,-0.4
62,Other,Tertiary,5,No,14297,No,Widowed,Yes,77,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,-0.4
50,Female,Secondary,9,No,82777,Yes,Single,Yes,38,i dnt lik dogs barking but shops close by,war n unestability,i calld support they sloved fast,just need to suceed,pls fix typos in u r questions,0.0,0.0
64,Female,Primary,8,Yes,33339,Yes,Divorced,Yes,25,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,just need to suceed,this survery was long,-0.2,-0.4
53,Male,Primary,6,Yes,47450,No,Divorced,Yes,36,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch,0.0,-0.4
33,Male,Primary,5,Yes,34756,No,Divorced,No,66,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
41,Female,Secondary,7,No,56893,No,Married,No,71,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,my kidss and faimly,no commnts,0.0,0.0
58,Male,Tertiary,6,Yes,27265,No,Married,No,63,its saf and pecefull,war n unestability,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch,0.0,0.0
49,Female,Primary,2,No,94519,Yes,Divorced,No,61,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch,0.0,-0.4
26,Female,Secondary,8,No,48263,No,Widowed,No,20,its saf and pecefull,war n unestability,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,0.0
25,Other,Secondary,3,Yes,87287,No,Single,No,0,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"money, and boss apriciashun",no commnts,0.0,-0.4
26,Other,Primary,2,Yes,47778,No,Single,Yes,32,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
49,Female,Primary,5,No,40091,No,Married,No,79,i dnt lik dogs barking but shops close by,healthcare getin worse,got discount witout askin,i lov my job and coworkers,no commnts,0.0,-0.4
69,Male,Secondary,3,Yes,89964,No,Widowed,No,40,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,0.0
57,Female,Tertiary,4,No,25546,Yes,Married,No,48,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,good luck with reserch,-0.2,0.0
30,Male,Tertiary,9,Yes,72958,Yes,Divorced,No,72,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,this survery was long,0.0,0.0
28,Female,Tertiary,5,No,45856,Yes,Divorced,No,9,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
61,Other,Tertiary,4,Yes,71179,No,Married,No,76,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
32,Female,Secondary,9,Yes,45571,No,Widowed,No,59,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",this survery was long,0.0,0.0
57,Other,Primary,6,No,13147,No,Single,Yes,73,its saf and pecefull,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,0.0
60,Male,Tertiary,9,Yes,88987,Yes,Widowed,No,11,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",this survery was long,0.0,0.0
56,Female,Primary,9,No,59288,No,Divorced,No,69,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,my kidss and faimly,good luck with reserch,0.0,0.0
53,Female,Primary,10,No,68539,No,Divorced,No,44,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,just need to suceed,this survery was long,0.0,0.0
41,Male,Secondary,10,No,39141,No,Divorced,Yes,24,green trees n cleen airr,war n unestability,great expiriense at restaurent,just need to suceed,this survery was long,-0.2,0.0
60,Male,Secondary,6,No,78815,No,Married,No,3,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
55,Male,Primary,8,Yes,14683,Yes,Widowed,No,9,noice is low and evryone frendly,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,pls fix typos in u r questions,0.0,0.0
68,Male,Primary,7,No,23534,Yes,Married,Yes,72,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,no commnts,0.0,-0.4
52,Other,Secondary,1,No,32469,Yes,Married,Yes,4,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions,0.0,-0.4
27,Male,Secondary,10,Yes,53546,Yes,Married,No,62,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,0.0,0.0
44,Female,Tertiary,7,No,21875,No,Divorced,Yes,76,noice is low and evryone frendly,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,this survery was long,0.0,0.0
51,Female,Primary,10,Yes,34658,No,Widowed,No,43,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
27,Female,Primary,4,No,36455,No,Divorced,No,68,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,just need to suceed,this survery was long,0.0,0.0
46,Other,Primary,3,Yes,67016,No,Widowed,Yes,32,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,this survery was long,0.0,0.0
63,Male,Secondary,7,Yes,97270,Yes,Married,Yes,1,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say,0.0,0.0
53,Female,Secondary,2,No,86748,Yes,Single,Yes,57,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts,0.0,0.0
68,Other,Secondary,1,Yes,91273,Yes,Divorced,No,44,its saf and pecefull,no money to save fo future,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say,0.0,0.0
60,Other,Secondary,9,No,61565,No,Single,No,16,its saf and pecefull,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",this survery was long,0.0,0.0
